p_name,year,latitude,longitude,built_capacity
"Novel Huneke Solar, LLC (CSG)",2022,44.26707,-92.66425,1.0
"Novel Martens Solar, LLC(CSG)",2022,44.4432,-94.38514,1.0
Rowe (CSG),2022,42.07388,-78.3828,5.0
"Novel Novak Solar, LLC (CSG)",2022,45.65922,-93.93173,1.0
Novel Peter Solar (CSG),2022,44.1975,-93.61356,1.0
Route 22 Community Solar Farm (CSG),2022,44.72587,-73.46482,3.7
Roger Williams-Melville at Portsmouth,2022,41.5792,-71.27352,3.0
Olney Solar II (CSG),2022,38.72033,-88.13012,2.0
Redwood Coast Airport Microgrid,2022,40.96738,-124.10441,1.8
Orange Blossom Solar Center,2022,27.5998,-80.56598,74.5
Quincy Solar,2022,39.6403,-104.55878,1.5
Prospero Solar II,2022,32.26939,-102.87491,250.0
Prosperity Solar Farm (CSG),2022,37.12791,-94.43167,2.3
Prophet (CSG),2022,41.72024,-89.80185,2.0
"Primrose Solar, LLC",2022,44.20533,-93.97908,1.0
"Pioneer Solar (CO), LLC",2022,39.76172,-104.4587,80.0
Pretzel CSG,2022,42.31405,-89.59878,2.0
"Prairie Wolf Solar, LLC",2022,39.55052,-87.97781,200.0
Pitkin County Solar,2022,39.24611,-106.87537,5.0
Prairie State Solar Project,2022,38.19604,-89.56669,99.0
Pontiac,2022,40.91897,-88.62574,2.0
Point Beach Solar,2022,44.27461,-87.5545,100.0
Podunque Road (CSG),2022,42.41593,-78.23467,5.0
Montague Road Solar,2022,42.42123,-72.53341,3.6
Pleinmont Solar 2,2022,38.23432,-77.75412,240.0
Piney Creek Solar,2022,36.82107,-78.77463,80.0
Quinebaug Solar,2022,41.74351,-71.92841,49.4
"Pine Road Solar, LLC (CSG)",2022,41.67378,-88.66377,2.0
Pickford Solar,2022,46.19029,-84.34427,6.9
Redman North Community Solar,2022,43.27596,-77.95398,1.5
Red Prairie Solar,2022,45.08638,-123.4228,2.2
Rawhide Prairie Solar Hybrid,2022,40.84336,-105.01572,22.0
"Oxford PV-BD Solar Oxford, LLC",2022,44.15022,-70.47857,9.2
PG Solar 1,2022,40.48152,-80.2549,3.0
Palm Bay Solar,2022,27.84716,-80.66931,74.5
"Rappahannock Solar, LLC",2022,37.65655,-76.38195,1.5
SR Perry,2022,32.37818,-83.76232,68.0
Randall Solar Project Hybrid,2022,42.39313,-71.65445,5.0
"RJC (CSG), LLC",2022,44.12551,-93.28267,1.0
"Paynesville (CSG) 1, LLC",2022,45.4018,-94.72487,1.0
Pelican Solar Center,2022,27.53978,-80.57271,74.5
RE Maplewood,2022,30.98251,-102.24946,250.0
Peru 2,2022,40.75631,-86.10641,9.5
Peterman II,2022,41.06741,-87.7878,2.0
Quitman II Solar,2022,30.87429,-83.65969,150.0
"Palmer Community Solar, LLC (CSG)",2022,45.49035,-92.79425,1.0
Northwest Ohio Wind,2022,41.01816,-84.59476,4.0
"Ryan Road Solar, LLC Hybrid(CSG)",2022,42.26566,-72.06353,4.3
"Shamrock Solar, LLC",2022,44.17583,-90.85077,3.0
South Goshen,2022,41.39201,-74.34787,5.0
NASA Wallops Flight Facility Solar,2022,37.92633,-75.46846,4.3
"Solar Lee, LLC",2022,35.18222,-78.08845,6.7
"NSE Camber BH (CSG) 2, LLC",2022,38.21005,-103.7459,2.0
"NSE Camber Solar PS11, LLC (CSG)",2022,40.61515,-103.23393,2.0
Slidematic at Rockford,2022,42.20592,-89.07474,1.8
Slate Hybrid,2022,36.21196,-119.87457,50.5
Slate Hill(CSG),2022,41.36318,-74.50099,2.0
Silver Lake Garden,2022,44.0068,-93.4942,1.0
Silveira Ranch Road Solar,2022,38.15602,-122.566,3.0
"SR Turkey Creek, LLC",2022,37.58766,-84.58063,57.6
Segunda II (CSG),2022,41.11612,-88.86296,2.0
NY8 - Grissom Solar,2022,42.97221,-74.31883,20.0
Santa Fe Solar Power Plant,2022,29.87544,-82.72953,74.9
NY8 - Puckett Solar,2022,42.25645,-75.83601,20.0
"Speedway Solar NC, LLC",2022,35.21726,-80.52769,22.6
St. Joseph Solar,2022,41.73189,-86.1065,20.0
Muscle Shoals,2022,34.76608,-87.9202,227.0
"Stanly Solar, LLC",2022,35.29684,-80.23416,50.0
Sun Mountain Solar 1,2022,38.17267,-104.52433,200.0
Moraine CSG,2022,40.37855,-88.84608,2.0
Sulus Solar 33,2022,45.07902,-123.40303,3.0
Morgan Solar 1 (CSG),2022,39.82167,-90.55196,2.0
Sulus Solar 22,2022,44.974,-122.77621,3.0
"Sugar Solar, LLC",2022,36.17059,-80.65396,60.0
Morgan Solar 1b (CSG),2022,39.82095,-90.548,2.0
Sangerfield Solar (CSG),2022,42.9242,-75.42258,5.0
"Studenski Community Solar, LLC (CSG)",2022,45.63365,-94.05391,1.0
"Mt. Arlington Solar 1, LLC",2022,40.93214,-74.62305,1.6
"Stony Knoll Solar, LLC",2022,36.28657,-80.65959,22.6
Mt. Hope Solar,2022,45.12646,-122.60811,2.5
"Mt. Morris 2, LLC (CSG)",2022,42.06312,-89.43428,2.0
Stockton (MN),2022,44.04099,-91.76744,2.0
"Stewart (CSG) 1, LLC",2022,44.72489,-94.49589,1.0
Mtn. Solar 4 (CSG),2022,39.72779,-105.11315,1.5
Stromland Solar,2022,44.19967,-91.80931,3.0
NY8-Branscomb Solar,2022,42.96333,-73.59731,20.0
"Pivot Solar 8, LLC (CSG)",2022,40.24041,-104.77088,2.0
Naples,2022,43.97146,-70.57688,2.0
Sandy Creek Solar Power Plant,2022,30.1057,-85.40807,74.9
Sandoval,2022,38.58801,-89.14899,2.0
Saint Solar,2022,32.85423,-111.50271,100.0
Sabal Palm Solar Center,2022,26.77572,-80.34813,74.5
Norman Solar,2022,35.22651,-97.36052,5.0
"Sacred Heart (CSG) 1, LLC",2022,44.78244,-95.36222,1.0
SV Gardner 1 (Lutz) (CSG),2022,41.19676,-88.30415,2.0
CA - Fresno County - Juvenile Hall,2022,36.65901,-119.73281,2.8
"Brady Solar, LLC",2022,32.04496,-84.17324,1.8
"Statesboro Solar, LLC",2022,32.46651,-81.80388,3.0
SR Bolivar,2022,35.256,-89.01955,3.3
Brazoria County Solar Project (Danciger),2022,29.18398,-95.75469,203.0
"SV CSG Barrass Farms II, LLC",2022,37.72702,-88.84792,1.7
DIA 8,2022,39.90202,-104.66505,4.5
Bell Ridge Solar,2022,29.71626,-82.71161,74.5
Cummins Whitakers PV Arrays,2022,36.08938,-77.72478,2.9
"AES Daigle Solar, LLC",2022,47.27688,-68.57118,5.0
Bear Creek,2022,43.19556,-90.20584,50.0
Cosper Creek Solar (CSG),2022,45.05889,-123.49738,2.5
Cortlandville III Solar CSG,2022,42.60813,-76.13272,5.0
Sundew,2022,27.25397,-80.55913,74.5
"SR Cedar Springs, LLC",2022,31.22679,-85.07531,70.0
SR Jackson II,2022,35.60937,-88.91581,1.0
Bluegrass Solar,2022,39.16993,-75.95437,79.6
Platt Solar,2022,43.98023,-95.8726,1.0
Big River Solar,2022,38.07785,-88.3083,149.0
Dynamic Corinth (CSG),2022,45.0108,-69.032,5.0
Big Bend Floating Solar I,2022,27.78807,-82.3953,1.0
Big Bend Agrivoltaics,2022,27.78066,-82.39911,1.0
Waterloo Solar (IA),2022,42.54405,-92.35536,3.0
"SV CSG Baileyville 2, LLC",2022,42.20238,-89.61127,1.6
Bizer Creek,2022,43.00611,-78.79651,1.5
Watlington Solar,2022,36.68101,-78.88757,20.0
Drew Solar LLC,2022,32.69098,-115.66781,100.0
Powells Creek Solar - Hybrid,2022,36.54961,-79.01764,70.0
Berrenda Mesa Water District,2022,35.69275,-119.98968,6.4
Blackwater River Solar Energy Center,2022,30.63959,-86.92965,74.5
Dover Dairy,2022,36.41493,-119.55361,1.1
SR Paris,2022,36.44676,-88.32754,6.8
SR McKellar,2022,35.57862,-88.93969,70.0
"Beloit Solar, LLC",2022,39.45087,-98.10462,2.0
"SR Clay, LLC",2022,31.56103,-84.89401,106.0
Bay Trail Solar Power Plant,2022,29.00082,-82.67127,74.9
West Plains Solar I,2022,36.78462,-91.87272,8.0
"Rabbitbrush Solar, LLC",2022,34.87374,-118.35373,100.0
Brookwood Drive Community Solar,2022,41.59219,-71.09657,5.0
Sealed Air Madera Solar Project,2022,36.94646,-120.07763,3.0
Wood County,2022,44.27983,-89.84804,150.0
Cattail (CSG),2022,41.8247,-90.14071,2.0
"Cathcart Solar, LLC",2022,34.33814,-78.74768,5.0
Carnes Creek Solar (CSG),2022,45.07611,-122.93327,2.5
Sawgrass Solar Energy Center,2022,26.36874,-81.04404,74.5
City of Sheboygan Solar,2022,43.70924,-87.75541,1.0
Canoe Brook Solar,2022,40.75136,-74.35195,6.3
"Calibrant Bakersfield, LLC",2022,35.44201,-119.09334,1.3
BD Solar Hancock LLC,2022,44.53988,-68.36588,7.0
CSP Los Angeles,2022,34.69377,-118.23407,2.3
Robin NJ,2022,40.19357,-74.56754,2.2
Winslow PV - BD Solar 2 LLC,2022,44.56104,-69.59304,7.0
CA-DGS-California Men's Colony,2022,35.32155,-120.69217,2.2
CA - Madera USD - Madera South HS,2022,36.95724,-120.03426,1.2
Baldwin,2022,43.79855,-70.75103,5.0
West Haydenville PJ Community Solar,2022,42.38421,-72.70734,5.0
"Reidsville Renewables, Inc.",2022,32.06627,-82.13377,3.0
Antelope Expansion 3B,2022,34.72017,-118.32223,5.0
Sandy River Solar (CSG),2022,45.43149,-122.29579,1.9
Rafterville Solar,2022,45.13787,-94.73581,1.0
Sadler Solar,2022,36.69438,-77.61986,100.0
Taygete II Energy Project,2022,31.14908,-103.09386,203.8
West Valley Solar,2022,42.44643,-78.63736,10.0
Salt City Solar Project - Hybrid,2022,39.42283,-82.96493,49.9
Route 19 #1 Community Solar Farm,2022,42.54045,-78.16065,2.0
Broadway 2 - Tucson Phase II,2022,32.24247,-111.2583,3.0
Raptor Ridge,2022,32.14167,-110.88391,12.5
Andresen Solar,2022,44.93577,-95.37495,1.0
Samoset Solar,2022,44.16599,-69.11616,2.0
Clinton Solar,2022,41.58268,-71.90162,1.0
Angelica Solar Site 1,2022,42.30538,-78.07192,5.0
Angelica Solar Site 2,2022,42.30273,-78.07488,5.0
Angelica Solar Site 3,2022,42.30245,-78.07261,5.0
Sheep Creek Community Solar Farm,2022,34.57184,-117.57597,3.0
Anderson 6,2022,40.08438,-85.74676,6.8
"BigBeau Solar, LLC",2022,34.91542,-118.35518,128.0
Monmouth,2022,44.19128,-70.01929,5.0
"Pivot Solar 4, LLC (CSG)",2022,40.22818,-104.77776,2.0
Grove,2022,27.57643,-80.65068,74.5
NY8 - Regan Solar,2022,42.95493,-74.31203,20.0
NY8 - Janis Solar,2022,42.45742,-75.9305,20.0
Graniterock Quarry,2022,36.87556,-121.60366,4.4
OE IL Solar 3,2022,42.0222,-89.36139,2.0
Kohler Solar,2022,43.7472,-87.76452,2.3
OYA Church Road,2022,43.19115,-76.38992,5.0
Ghost Orchid Solar Energy Center,2022,26.4223,-81.03171,74.5
OYA Pulaski,2022,43.58275,-76.18043,3.5
NY8 - Darby Solar,2022,42.96716,-73.57117,20.0
Gas City 2,2022,40.47784,-85.5593,1.8
"Lick Creek Solar, LLC",2022,36.29782,-80.11235,50.0
Garden 2 Solar Park,2022,45.7961,-86.53473,1.4
Lily Garden,2022,44.07978,-93.5507,1.0
OYA Robinson Road,2022,44.26307,-75.99147,5.0
Fruitland Creek Solar (CSG),2022,44.92984,-122.93762,1.8
OYA Wayside Drive,2022,44.01683,-75.92099,5.0
Franklin County Solar,2022,42.72106,-93.20637,7.0
"Limelight Solar I, LLC",2022,34.95239,-81.98424,2.0
Oberon Solar Project,2022,33.72569,-115.37522,250.0
"Ogburn Solar, LLC",2022,34.66325,-80.3908,2.0
Ontario Sun,2022,43.64493,-76.15295,2.4
Faunce Corner Community Solar,2022,41.67328,-70.99141,1.0
Nebula Solar,2022,26.10119,-97.79887,135.0
Niagara Depot Solar,2022,43.12003,-79.01003,3.5
Union Springs 40,2022,42.84707,-76.67905,5.0
Union Springs 963,2022,42.8489,-76.68406,5.0
Howard Lane Solar,2022,41.86617,-71.61924,3.0
Hot Springs Energy Storage & Microgrid,2022,35.88626,-82.82548,1.9
Norton,2022,41.97063,-71.16734,1.4
Hoot Lake Solar,2022,46.27805,-96.03899,49.9
Holland Solar Farm,2022,40.61883,-75.1509,6.7
Hodag Solar,2022,45.60853,-89.44106,7.5
Trona Solar III,2022,35.80491,-117.34984,2.0
Immokalee,2022,26.48364,-81.43029,74.5
"Highest Power Solar, LLC",2022,36.10014,-78.24923,48.7
"Jackpot Solar, LLC",2022,42.20094,-114.63097,120.0
"Hickson Solar, LLC",2022,34.69386,-79.82016,2.0
"NSE Camber Solar PS6, LLC CSG",2022,40.25846,-104.82491,2.0
Sun Valley Solar Project,2022,31.85412,-97.02366,250.0
"Hecate Energy West Newberry, LLC",2022,34.2477,-81.64807,3.5
Jamison Solar (FL),2022,27.80937,-81.95458,74.5
Vancourt Solar Interconnections,2022,26.11276,-97.79666,45.0
"Pivot Solar 7, LLC (CSG)",2022,39.52172,-107.81565,2.0
"Java Solar, LLC",2022,36.23133,-119.81181,13.5
Jefferson Solar,2022,34.34947,-80.05967,8.2
North Rock,2022,42.80902,-89.10587,50.0
Kaiser Creek Solar (CSG),2022,45.14358,-122.60785,2.0
Kearsarge 100 Sohier Rd,2022,42.56699,-70.88027,3.8
"Novel Stein Solar, LLC CSG",2022,45.38806,-92.67689,1.0
North Eagle Village Solar,2022,43.05962,-75.93711,5.0
"North Stonington Solar Center, LLC",2022,41.42164,-71.82791,15.0
"USS Prokosch Solar, LLC",2022,44.7686,-94.90713,1.0
"Novel Caroline Solar, LLC CSG",2022,45.47252,-92.89958,1.0
"Pivot Solar 3, LLC (CSG)",2022,39.41377,-108.08985,2.0
ER Sand Hill,2022,43.60453,-73.19061,2.2
Edwards Sanborn S4,2022,34.97344,-118.08851,41.2
"Pivot Solar 2, LLC (CSG)",2022,40.26692,-103.65551,2.0
Main Rd Community Solar,2022,42.9925,-78.50374,5.0
Walkerton,2022,41.45555,-86.48792,1.1
"Pivot Solar 15, LLC (CSG)",2022,40.26697,-103.65378,1.0
"MN CSG 2019-38 DE, LLC",2022,44.31658,-93.89531,1.0
"USS Foley Solar, LLC",2022,45.68226,-93.92687,1.0
Thunder Wolf Energy Center Hybrid,2022,38.17076,-104.38237,248.0
"Pivot Solar 14, LLC (CSG)",2022,40.26694,-103.65781,2.0
Elder Branch,2022,27.59745,-82.24377,74.5
MO32 (CSG),2022,39.11921,-76.96068,2.0
MO33 CSG,2022,39.18772,-77.12211,2.0
"NSE Camber Solar PS5, LLC (CSG)",2022,40.24878,-104.84039,2.0
Macbeth Solar,2022,43.43717,-86.35302,20.0
"Magdaline Solar, LLC",2022,34.12766,-80.14984,2.0
"Mtn Solar 6, LLC (CSG)",2022,40.61415,-103.23388,2.0
"Pisgah Ridge Solar, LLC",2022,31.88189,-96.47274,250.0
Electric City Solar,2022,41.76496,-85.42433,15.0
Penstemon Solar Project,2022,46.96119,-120.48116,5.0
Edwards Sanborn S3,2022,34.99185,-118.10096,37.7
"Mesquite Solar 5, LLC",2022,33.35591,-112.91508,60.0
"ER Center Road Solar, LLC",2022,44.50855,-72.34011,2.1
MD - CS - Potomac Edison Co - GA25 TPE (Community Solar),2022,39.60703,-79.32855,2.0
Montgomery County Community Solar Center,2022,38.89291,-91.4249,5.7
"Maybrook Solar, LLC (CSG)",2022,41.46387,-74.24959,5.0
Mount Olive Solar Farm,2022,40.88302,-74.71334,19.8
"NSE Camber Solar PS13, LLC (CSG)",2022,40.61496,-103.15576,2.0
FPL Etonia Creek,2022,29.7678,-81.77455,74.5
Luciana,2022,35.81733,-119.06303,55.8
Ludie Brown Solar Energy Storage,2022,34.83179,-77.77122,2.0
"Middleton Biogas Solar, LLC",2022,43.1224,-89.5447,1.9
Millersport GM 1,2022,42.994,-78.79044,5.0
Palmyra PV - BD Solar Palmyra LLC,2022,44.83923,-69.30727,5.0
Sunray 3,2023,34.86285,-116.83118,13.8
Prescott Airport,2023,34.67779,-112.40593,3.0
Chuckawalla Valley State Prison,2023,33.56527,-114.90385,0.9
SunE Alamosa,2023,37.68908,-105.87625,6.9
Carson Solar I,2023,38.72326,-104.78253,1.5
Western 102 Power Plant,2023,39.56039,-119.50909,1.0
Nellis Air Force Base Solar Array,2023,36.25649,-115.05441,12.0
Vacaville,2023,38.40003,-121.96291,1.0
"MF Mesa Lane, LLC",2023,40.14871,-74.77716,3.0
Bolthouse S&P and Rowen Farms Solar,2023,34.56443,-117.69447,1.2
"Sacramento Soleil, LLC",2023,38.45012,-121.16426,1.0
Mariani Packing Vacaville Solar,2023,38.40002,-121.96436,0.9
CSU Pueblo,2023,38.31489,-104.57297,1.0
CM10,2023,35.78647,-114.99798,10.0
Lanai Solar-Electric Plant,2023,20.7658,-156.92278,1.2
Denver Int Airport,2023,39.83819,-104.67282,1.9
SunEdison Anheuser Busch Fairfield,2023,38.23194,-122.0927,0.9
Gap Pacific Distribution Center,2023,36.78374,-119.71401,1.2
SunEdison Ironwood State Prison,2023,33.56691,-114.91805,0.9
SunEdison LV Sutton Plant Site,2023,34.2871,-77.98056,1.2
SunEdison Walmart Apple Valley DC,2023,34.5943,-117.19488,0.9
Livingston Solar Farm,2023,40.52319,-74.42979,1.2
Carrier Clinic,2023,40.47046,-74.68531,1.5
Aqua Ingrams Mill,2023,39.96481,-75.6577,0.9
Robert O Schulz Solar Farm,2023,37.85842,-120.89542,1.3
PSEG Hackettstown,2023,40.86116,-74.82189,2.2
"RE-VFO, LLC",2023,36.35362,-119.40073,1.0
City of Madera WWTP,2023,36.94274,-120.15889,1.0
WWRF Solar Plant,2023,39.52289,-107.81338,1.3
"RV CSU Power, LLC",2023,40.5912,-105.14634,1.9
Aerojet I,2023,38.61369,-121.16228,3.0
Exelon Solar Chicago,2023,41.67504,-87.64863,8.25
DeSoto Next Generation Solar Energy,2023,27.32313,-81.80221,25.0
Airport 1 Solar (DIA),2023,39.90209,-104.67342,1.5
"Calpine Vineland Solar, LLC",2023,39.46485,-75.06755,4.1
Improvement Dst No. 4,2023,35.40276,-119.03805,1.1
Vaca Dixon Solar Station,2023,38.41086,-121.92643,2.0
"Solar Blythe, LLC",2023,33.59197,-114.74225,21.0
Palo Verde College,2023,33.66608,-114.65691,1.2
Wyandot Solar Farm,2023,40.88008,-83.31753,10.08
CASD Solar,2023,40.21509,-77.20538,1.3
Titusville Solar,2023,40.29246,-74.85575,4.1
Shelby Solar Energy Generation Facility,2023,35.25425,-81.59608,1.0
Jacksonville Solar,2023,30.32132,-81.95572,12.6
Sunset Reservoir North Basin,2023,37.75083,-122.48352,4.5
Castle Rock Vineyards,2023,35.80118,-119.11089,1.0
CalRenew-1,2023,36.75963,-120.36593,5.0
Aerojet II,2023,38.61122,-121.16824,2.7
Victor Valley CC CPV Solar,2023,34.48011,-117.25782,1.0
Monterey Regional Water Pollution Control Agency,2023,36.70822,-121.76899,1.0
SAS Solar Farm,2023,35.81367,-78.74991,2.0
CM48,2023,35.78102,-114.99262,48.0
Intel Folsom,2023,38.64409,-121.17245,1.0
Greater Sandhill I,2023,37.68796,-105.88481,19.0
Silver Lake Solar Farm,2023,40.49505,-74.39689,1.7
Silver Lake Solar Photovoltaic Facility,2023,42.45257,-73.24101,1.8
UASTP I,2023,32.09952,-110.81128,1.2
Trenton Solar Farm,2023,40.23152,-74.75351,1.0
"Taylorsville Solar, LLC",2023,35.90901,-81.15245,1.0
Roger Road WWTP,2023,32.28989,-111.03298,0.9
Yardville Solar Farm,2023,40.1688,-74.65784,3.6
Yankee Street,2023,39.60104,-84.20575,1.1
City of Boulder WWTP,2023,40.04804,-105.1808,0.9
Blue Wing Solar Energy Generation,2023,29.30707,-98.40534,13.9
Yolo County Solar Project,2023,38.65747,-121.7337,1.0
City of Hayward WWTP,2023,37.63349,-122.13985,1.6
Pocono Solar Project,2023,41.06092,-75.51544,3.0
Space Coast Next Gen Solar Energy,2023,28.48494,-80.68064,10.0
Benjamin Moore & Co. Solar,2023,40.82672,-74.71589,1.4
Depot Park Solar System,2023,38.51535,-121.40101,3.0
"RV CSU Power II, LLC",2023,40.59279,-105.14751,3.0
Haverhill Solar Power Project,2023,42.78092,-71.09272,0.8
Knouse Solar Project 1,2023,40.02629,-77.23536,2.8
Cimarron Solar Facility,2023,36.46845,-104.63507,30.64
Linden Solar Farm,2023,40.61927,-74.21596,2.7
Kapaa Photovoltaic Project,2023,22.08025,-159.33243,1.0
Longwood Gardens,2023,39.86645,-75.66843,1.3
SPS2 Jal,2023,32.1866,-103.18417,9.9
SPS1 Dollarhide,2023,32.12987,-103.13837,9.9
Paloma Solar Hybrid,2023,33.02096,-112.6618,17.6
Mill Creek Solar,2023,40.03054,-74.82634,3.5
Lancaster Baptist Church,2023,34.69633,-118.06252,1.0
SMUD at Van Conett,2023,38.25309,-121.27902,2.9
Frenchtown II Solar,2023,40.51465,-74.97679,3.0
UMES (MD)-Princess Anne,2023,38.20585,-75.67645,2.1
SMUD at Lawrence,2023,38.33875,-121.43126,1.0
Temple Solar Arrays,2023,40.42511,-75.92405,2.2
SDCWA-Twin Oaks,2023,33.21065,-117.17826,1.1
"Poseidon Solar, LLC",2023,33.15899,-111.48162,20.0
"Sand Drag, LLC",2023,35.98069,-120.10235,19.0
Morgantown Solar Park,2023,40.15194,-75.86601,1.6
SMUD at Fleshman,2023,38.23791,-121.33806,2.9
Butte College Main Campus Solar,2023,39.65156,-121.65001,3.6
Lakeland Electric Co. (FL)-Airport 1,2023,27.98668,-82.04517,2.7
GSE NM1,2023,33.16271,-104.38536,1.7
The City of Vineland at West Vineland,2023,39.46237,-75.07011,3.7
Kent County Wastewater Treatment Solar,2023,38.99188,-75.4399,1.2
Epic Verona,2023,43.00356,-89.57642,1.8
The City of Vineland at North Vineland,2023,39.50486,-74.9976,2.3
La Senita,2023,35.24159,-114.00459,1.0
PCSP3 Airport,2023,36.28819,-78.98902,2.5
Roadrunner Solar,2023,31.80311,-106.67038,20.16
Walmart Casa Grande,2023,32.86885,-111.77185,2.0
PCIP Solar,2023,36.31402,-78.9704,1.0
Crown Cooling Facility,2023,32.96711,-115.5327,1.0
SMUD at Grundman,2023,38.36581,-121.41435,18.0
"RE Bagdad Solar I, LLC",2023,34.58784,-113.17572,15.0
"Gilbert Solar Facility I, LLC",2023,33.35634,-111.80366,2.5
Avenal Park,2023,35.99085,-120.10666,6.0
Bellevue Solar Project,2023,45.1123,-123.23429,1.6
Manalapan Village Solar,2023,40.25664,-74.34966,3.5
"RC Energy AA, LLC Solar Facility",2023,35.15262,-106.54712,1.0
SPS3 Lea,2023,32.68166,-103.30141,10.08
Madera Community Hospital,2023,36.94105,-120.04644,1.0
South Campus Solar,2023,39.7809,-75.54748,1.3
Perdue Bridgeville Photovoltaic,2023,38.75744,-75.60207,1.3
Maple Solar,2023,39.48927,-74.98023,2.4
Perdue Salisbury Photovoltaic,2023,38.37216,-75.5324,1.0
"Long Island Solar Farm, LLC",2023,40.86606,-72.85061,31.5
Flemington Solar,2023,40.48657,-74.8524,8.0
Questa Solar Facility,2023,36.71671,-105.6069,1.0
Constellation New Energy Inc,2023,39.92853,-74.81852,3.9
Pilesgrove,2023,39.6136,-75.30914,18.0
Chittenden County Solar Partners,2023,44.43596,-73.14544,2.2
"Johnson Matthey, Inc. Solar",2023,39.82516,-75.21995,4.0
Five Points Solar Station,2023,36.39542,-120.10778,15.0
Buckeye Union HS District 201,2023,33.41786,-112.57454,3.3
City & County of Denver at Denver Int'l,2023,39.90294,-104.65938,3.4
Marlboro Mushrooms Solar Field,2023,39.88284,-75.83037,1.0
Berkshire 1,2023,42.11465,-73.40509,1.8
Indian Orchard PV Facility,2023,42.15188,-72.49904,2.3
Las Vegas Solar Energy Center,2023,35.64472,-105.20729,5.0
FRB Solar Farm,2023,32.10706,-110.82423,1.9
Cotton Center Solar Hybrid,2023,33.03461,-112.66163,17.0
McKee City Solar Phase 2,2023,39.42112,-74.64011,2.4
McGraw Hill Solar,2023,40.27736,-74.55668,12.0
Lebanon Solar,2023,40.67603,-74.91223,2.0
"Solar Park Gainesville, LLC",2023,29.70153,-82.3366,1.6
Masser Farms Realty Solar,2023,40.64055,-76.60522,1.0
Vineland Mays Landing Solar,2023,39.42088,-74.97356,3.7
"Martins Creek Solar NC, LLC",2023,35.02038,-84.01572,0.9
"Solar Star North Carolina II, LLC",2023,36.42453,-77.06259,5.0
Prescott Solar Plant,2023,34.68932,-112.40261,10.4
"RE Ajo 1, LLC",2023,32.36502,-112.8313,4.5
Bridgeport Disposal Solar Farm,2023,39.78745,-75.34888,1.2
"Mayberry Solar, LLC",2023,36.47525,-80.60186,1.2
Paradise Solar Energy Center,2023,39.83616,-75.22221,5.1
City of Tulare Water Facility,2023,36.18638,-119.37777,1.1
Neuse River Solar Farm,2023,35.71427,-78.4998,1.1
Trexlertown Solar Array North and South,2023,40.55638,-75.59308,1.9
Dover Sun Park,2023,39.18598,-75.50751,10.0
Skipjack Solar Center,2023,37.38061,-77.18757,175.0
Dixon Dairy Road Solar,2023,35.19987,-81.41105,4.0
AFA Solar Farm,2023,38.95697,-104.80653,5.2
158th Fighter Wing Solar Farm,2023,44.4803,-73.17256,1.3
Alamogordo Solar Energy Center,2023,32.86611,-106.00016,4.9
"RP-Orlando, LLC",2023,28.48897,-81.18225,5.5
Edwards Air Force Base,2023,34.90764,-117.92059,3.0
Holyoke Solar Cooperative at Mueller,2023,42.18985,-72.68428,2.7
Stroud Solar Station,2023,36.52382,-120.12331,20.0
Albuquerque Solar Energy Center,2023,35.16893,-106.60007,2.0
Napoleon Solar I,2023,41.38743,-84.09289,8.08
San Luis Valley Solar Ranch,2023,37.69418,-105.91981,30.4
Dartmouth Solar,2023,41.71597,-70.97449,1.6
Alethea I,2023,40.00043,-74.735,2.8
"Hatch Solar Energy Center I, LLC",2023,32.62862,-107.25986,5.04
"Yamhill Solar, LLC",2023,45.10838,-123.27818,1.0
"Sun City Project, LLC",2023,35.98518,-120.10141,20.0
Westside Solar Station,2023,36.37817,-120.12396,15.0
"CS Murphy Point, LLC",2023,34.98951,-84.16625,0.9
Hamilton Solar-Crosswicks,2023,40.1689,-74.63113,7.5
SPS5 Hopi,2023,32.34404,-104.23537,9.9
Hickory Ridge Landfill Solar Project,2023,33.66345,-84.33559,1.0
NJMC Landfill,2023,40.75077,-74.1099,2.5
NJ Oak Solar Plant,2023,39.38052,-75.18946,10.0
Webberville Solar Project,2023,30.2385,-97.50856,30.0
Murray Hill Solar,2023,40.68414,-74.4044,1.0
"Murphy Farm Power, LLC",2023,34.99901,-84.15742,0.9
Dinuba Wastewater Treatment Plant,2023,36.53818,-119.42616,1.0
