p_name,year,latitude,longitude,built_capacity
Forbes Street Solar,2021,41.77272,-71.33857,3.0
Battleground,2021,35.22114,-81.32862,3.0
Los Lunas Solar Energy Center,2021,34.83284,-106.77223,7.0
"North Carolina Solar III, LLC",2021,34.77517,-79.55887,4.9
Lowell Solar Landfill,2021,42.62724,-71.35302,1.3
North Carolina Solar Bethea I,2021,34.70479,-79.52586,1.0
AM Best Farm,2021,35.41812,-77.98646,5.0
Scituate PV,2021,42.17988,-70.74046,2.5
Watts 3115,2021,34.60122,-117.64365,2.0
Ma,2021,34.69513,-118.06258,1.5
Corcoran Solar,2021,36.14213,-119.57292,20.0
"WC Landfill Energy, LLC",2021,40.83184,-75.01556,1.0
Sacramento Fairbain Water Treatment Plant,2021,38.55479,-121.41709,1.0
North Bay Solar 1,2021,38.301,-121.96519,1.0
Yanceyville Farm,2021,36.43649,-79.27876,5.0
Route 57 Solar,2021,42.0601,-72.66264,1.5
Ludlow Landfill,2021,42.18108,-72.51104,2.6
"Wayne Solar II, LLC",2021,35.31431,-78.08071,5.0
"Rams Horn Solar Center, LLC",2021,35.64201,-77.31524,5.0
Eastover Farm,2021,34.73948,-79.46263,5.0
Denver Intl Airport IV Solar,2021,39.8989,-104.66509,1.5
"Red Hill Solar Center, LLC",2021,36.41078,-78.13131,4.9
Cascade Solar,2021,34.16636,-116.23588,18.5
Hanford 1 and 2,2021,36.30665,-119.62906,3.0
Davis Monthan AFB (AZ) West Airfield,2021,32.17052,-110.89701,12.6
"Desert Green Solar Farm, LLC",2021,33.26524,-116.32798,6.3
Devens,2021,42.55889,-71.62584,2.0
"Dessie Solar Center, LLC",2021,34.30268,-78.83576,4.8
Railroad Farm 2,2021,34.80867,-78.95141,5.0
Dennis Landfill,2021,41.69447,-70.14409,5.0
Division 1,2021,34.70833,-118.12854,1.5
DSM Solar,2021,40.84529,-75.06121,4.5
Hartford Landfill Solar EGF,2021,41.79164,-72.65135,1.0
Halifax,2021,36.43938,-77.7072,19.65
DSH (CA)-Coalinga State Hospital,2021,36.12667,-120.24326,2.6
"Dogwood Solar, LLC",2021,36.12153,-77.40695,19.79
Dragstrip Farm,2021,35.75566,-81.4156,5.0
Sacramento (SMUD),2021,38.58523,-121.4672,1.5
"Duplin Solar I, LLC (160 Houston Lane)",2021,34.96139,-77.98036,5.0
"Wayne Solar I, LLC",2021,35.22305,-78.01968,5.0
Castalia Solar,2021,36.00834,-77.80821,2.0
Division 2,2021,34.70894,-118.12974,1.0
"Washington Airport Solar, LLC",2021,35.56738,-77.05023,5.0
Harwich Landfill,2021,41.69544,-70.09719,4.0
"Daniel Farm, LLC",2021,35.84823,-80.55442,5.0
Carter PV1,2021,35.02093,-78.78854,5.0
Dartmouth,2021,41.6737,-71.00523,6.25
EDF Lancaster,2021,42.5244,-71.6645,4.5
Castaic Lake Phase II,2021,34.43434,-118.51014,3.5
"Hadley Solar NG, LLC",2021,42.35205,-72.53856,2.0
"East Wayne Solar, LLC",2021,35.44182,-77.84944,2.0
Dalton 2,2021,34.71269,-84.91862,5.5
"Samarcand Solar Farm, LLC",2021,35.31324,-79.69206,5.0
Rio Rico Solar,2021,31.49416,-111.00606,6.0
Walpole Solar 2,2021,42.11674,-71.26658,2.4
Gila Bend Hybrid,2021,32.94859,-112.76977,37.12
"Rockwell Solar, LLC",2021,35.54116,-80.47513,3.5
Community Solar 1,2021,32.98334,-115.48189,6.0
Rodeo Solar C2,2021,34.71209,-118.29055,1.5
Concord Solar Farm,2021,42.4451,-71.3333,1.5
"TA-Acacia, LLC",2021,34.69278,-118.32787,19.7
Rodeo Solar D2,2021,34.71191,-118.29199,1.5
Seminole,2021,31.0698,-84.943,1.6
"Chocowinity Solar, LLC",2021,35.51784,-77.08792,5.0
"Choco Solar, LLC",2021,35.47436,-77.11243,5.0
"Flemming Solar Center, LLC",2021,35.66902,-77.38498,5.0
Vidalia Water Treatment Plant,2021,31.04184,-83.38539,1.0
Richland,2021,32.09104,-84.6783,1.0
Roxboro Farm,2021,36.47929,-78.91471,5.0
Gloucester Community College Solar,2021,39.77696,-75.12286,2.3
Chimes West Friendship (Nixon Farms),2021,39.29906,-76.96036,1.2
"Rudy Solar, LLC",2021,34.76675,-117.32333,1.5
"Rockville Solar I, LLC",2021,39.76238,-86.3013,2.8
Cornell Snyder Road Solar Array,2021,42.49971,-76.4621,1.8
Franklin Solar 2,2021,36.12695,-78.15357,2.0
Vintner Solar,2021,35.55791,-120.68182,1.5
Western Antelope Blue Sky Ranch A,2021,34.68731,-118.31977,19.95
Clarendon Solar Farm,2021,43.53997,-72.95578,2.0
Clarkson Solar,2021,44.6721,-74.94989,2.0
Clarkstown Landfill Solar Facility,2021,41.0884,-73.95269,2.0
"G&S Wantage Solar, LLC",2021,41.18831,-74.59076,7.0
Searchlight Solar,2021,35.4864,-114.93402,17.49
Cloverdale Solar I,2021,38.77444,-123.01728,1.5
"Selma Solar, LLC",2021,35.57719,-78.18381,4.0
"Selmer Farm, LLC",2021,35.14866,-88.55467,15.84
Gardner Solar 1,2021,42.58786,-72.03156,2.0
"Garnet Solar Generation Station I, LLC",2021,33.89107,-116.54314,4.0
Rock Solid,2021,40.23054,-74.2267,8.0
Cogenra-TEP,2021,32.10185,-110.81312,1.0
"Westborough Solar, LLC",2021,42.26203,-71.60489,2.2
French's Landfill PV,2021,40.11017,-74.13165,5.0
Seabrook Solar Plant,2021,39.48827,-75.22243,6.8
Georgia Power at Wadley GA,2021,32.88354,-82.41112,1.0
"Cirrus Solar, LLC",2021,35.96865,-78.26566,5.0
Sandoval Solar Energy Center,2021,35.28286,-106.81104,6.08
Regulus Solar Project,2021,35.29986,-118.84632,60.0
SCE-Snowline-Duncan Road (North),2021,34.47405,-117.56343,1.5
SCE-Snowline-White Road (South),2021,34.41289,-117.46944,1.5
"Coventry Photovoltaic, LLC",2021,44.9094,-72.2189,2.2
Expressway Solar C2,2021,34.58461,-117.34223,1.5
Expressway Solar B,2021,34.58338,-117.34146,2.0
Century Drive Solar Farm,2021,35.83737,-78.66836,1.0
Westlands Solar PV Farm,2021,36.12757,-120.14206,18.0
CentraState Medical Center PV Facility,2021,40.23517,-74.32093,5.34
Expressway Solar A,2021,34.58229,-117.34162,2.0
Green Meadows,2021,41.67104,-70.53318,3.5
Centinela Solar Energy,2021,32.6908,-115.64415,170.0
Greenville,2021,33.04503,-84.71525,1.0
Exeter Solar,2021,36.26595,-119.12835,3.5
Erwin Farm,2021,35.33447,-78.66163,5.0
Crockett Farm,2021,35.231,-77.55344,5.0
"Enerparc CA1, LLC",2021,36.8319,-121.40408,1.5
Emmitsburg Solar Arrays,2021,39.69376,-77.31429,1.7
Vickers,2021,35.8238,-79.07999,2.0
"FLS Solar 170, LLC",2021,34.60067,-78.97152,2.0
Rutan,2021,34.64378,-118.16214,4.0
Claire Solar Farm,2021,44.42552,-73.1605,2.2
"FLS Solar 200, LLC",2021,34.5822,-78.94292,4.3
SCE-Snowline-Duncan Road (South),2021,34.47141,-117.56197,1.0
SCE-Snowline-White Rd (Central),2021,34.41577,-117.46979,1.5
West Pemberton,2021,40.00581,-74.73036,7.0
Farmersville,2021,36.31842,-119.21399,4.5
Shaffer,2021,42.58474,-71.25102,5.0
"Graham Solar Center, LLC",2021,34.30931,-79.01545,4.8
Victor Mesa Linda D2,2021,34.5096,-117.38732,1.6
Fairview Farms Solar,2021,42.45897,-72.61243,2.3
Chester Solar Farm,2021,42.31238,-72.95127,4.8
Chester Power Partners,2021,43.28107,-72.59654,2.2
Victor Mesa Linda C2,2021,34.51101,-117.38708,1.6
Cottage Street Solar Facility,2021,42.14055,-72.53849,3.2
Victor Mesa Linda B2,2021,34.51259,-117.3874,1.6
"Chauncey Farm, LLC",2021,34.33158,-78.52972,4.9
Shasta Solar Farm,2021,41.03126,-121.42531,3.0
SCE-Snowline-White Road (North),2021,34.41802,-117.46981,1.5
Chatham Landfill,2021,41.68715,-70.01047,1.5
Charlton Solar I (CSG),2021,42.14048,-71.99013,3.9
"Charlotte Solar, LLC VT",2021,44.32206,-73.19745,2.0
"Desert Sunlight 300, LLC",2021,33.82357,-115.39412,313.7
Nash 64 Farm,2021,35.95013,-78.09325,5.0
Templeton,2021,42.52196,-72.0691,3.0
Kettering Solar 1,2021,34.70106,-118.12489,1.0
Kettering Solar 2,2021,34.70187,-118.12482,1.0
"Southern Sky Renew Energy Berkley, LLC",2021,41.83815,-71.09079,3.0
Kettleman Solar Project,2021,38.12139,-121.1406,1.0
Market Farm,2021,36.39243,-79.64917,4.9
"Albemarle Solar Center, LLC",2021,35.29775,-77.55318,5.0
Williamston Solar,2021,35.79886,-77.06524,5.0
Southbridge PV,2021,42.04385,-71.99157,3.0
Oregon University System OIT Klamath Falls,2021,42.26019,-121.78578,2.0
Kinston,2021,35.37069,-77.60752,2.0
Oregon University System Rabbit Field,2021,44.56624,-123.29574,1.2
Topaz Solar Farm,2021,35.36863,-120.03261,585.9
Porterville Solar,2021,36.10048,-119.03801,3.5
Porterville 6 and 7,2021,36.09401,-119.03748,3.0
"Spicewood Solar Farm, LLC",2021,35.30278,-79.70171,5.0
Orion Solar I,2021,35.14617,-118.88721,12.0
Orion Solar II,2021,35.14888,-118.88528,8.0
Sterling PV 3,2021,40.63187,-103.19556,1.6
Main Street Solar Project,2021,43.62678,-72.97108,1.5
"Kenansville Solar Farm, LLC",2021,34.97052,-77.97311,4.5
"Martin Creek Farm, LLC",2021,36.28646,-78.38633,3.0
Maynard PV,2021,42.42876,-71.43467,1.0
Windsor Solar,2021,36.01668,-76.88249,5.0
Upper Blackstone (MA) Treasure Valley,2021,42.33242,-71.98902,5.0
"Boseman Solar Center, LLC",2021,36.00788,-77.81021,5.0
Mass Midstate Solar 3,2021,42.22078,-71.88395,4.0
Mass Midstate Solar 2,2021,42.17329,-72.19998,5.0
"Upchurch Solar Center, LLC",2021,35.78144,-77.88363,5.0
Newman Solar,2021,31.97669,-106.42971,10.42
Pecan PV1,2021,34.90876,-79.82867,5.0
KRS II Koloa Solar,2021,21.9026,-159.45067,12.0
Putah Creek Solar Farm,2021,38.52098,-121.99408,2.0
New Bern Farm,2021,35.20812,-77.05798,5.0
New Bedford (MA) Plymouth,2021,41.92176,-70.64558,4.3
Katama Farm,2021,41.36096,-70.52106,1.0
Adobe Solar,2021,35.10396,-118.95421,19.57
Mass Midstate Solar 1,2021,42.22034,-71.88231,5.0
Agua Caliente Solar Project,2021,32.98136,-113.498,290.0
Mashpee Landfill Solar,2021,41.62979,-70.47803,1.5
Kalaeloa Renewable Energy Park,2021,21.32276,-158.04432,5.0
"Madelyn Solar, LLC",2021,34.76804,-117.32333,1.0
"Biscoe Solar, LLC",2021,35.38347,-79.77013,4.0
"Tolland Solar NG, LLC",2021,42.0838,-73.06294,3.5
Pittsgrove Solar,2021,39.53532,-75.18051,2.0
Little Bay,2021,41.7995,-71.43667,1.3
Stone Hill Solar (CSG),2021,42.05912,-71.08985,2.0
Mountain View Solar,2021,36.3865,-114.95216,20.0
Tisbury Landfill Solar,2021,41.44283,-70.61463,1.1
Mount Olive Farm,2021,35.20072,-78.08468,5.0
"BearPond Solar Center, LLC",2021,36.27581,-78.37706,4.8
"Lone Valley Solar Park I, LLC",2021,34.39825,-116.86967,10.0
Tihonet Solar,2021,41.79382,-70.72534,1.0
"Lone Valley Solar Park II, LLC",2021,34.4061,-116.86206,20.0
Winchendon Solar,2021,42.65974,-71.99339,1.9
"SunEnergy1-Scotland Neck, LLC",2021,36.12702,-77.4086,3.0
Barre II Solar Project,2021,42.3612,-72.10973,1.5
Oxford,2021,42.14248,-71.85219,2.8
Lotus,2021,36.13923,-79.54059,4.0
"Antares-GRE 314 East Lyme, LLC",2021,41.41623,-72.23468,4.0
MCCo Solar Generating Facility,2021,41.51621,-81.59761,0.9
Barton Solar Farm,2021,44.72619,-72.18366,1.9
Bear Creek Solar,2021,38.13594,-121.14881,1.5
Lindsay Solar,2021,36.21193,-119.13378,4.0
Lewiston Solar,2021,36.1416,-77.21028,5.0
"Lepomis PV Energy, LLC",2021,41.85194,-70.57078,4.5
Springerville,2021,34.29447,-109.27154,13.62
Stout Farm,2021,36.07991,-79.19967,5.0
Big Boy,2021,36.07624,-79.63386,3.0
"Springfield Solar 1, LLC",2021,37.2463,-93.16705,4.9
Beverly,2021,42.58952,-70.90934,2.0
Lancaster Dry Farm Ranch B,2021,34.71657,-118.29183,5.0
Stetson Road Solar-Barre I,2021,42.40323,-72.10455,2.0
Lancaster Little Rock,2021,34.60316,-117.93663,5.0
"Bethel Price Solar, LLC",2021,35.49909,-76.8445,3.2
Beth,2021,35.97058,-79.61706,5.0
Anthony Wayne Solar #1,2021,41.62755,-83.5745,1.7
Macho Springs,2021,32.57118,-107.48469,52.2
Langley PV1,2021,35.8,-77.8488,5.0
Las Virgenes Municipal Water District,2021,34.13231,-118.69952,1.0
USG 1,2021,32.79321,-115.85743,1.0
Storrie Lake Solar Project,2021,35.65842,-105.18375,1.5
"Mulberry Farm, LLC",2021,35.13233,-88.58944,15.84
"Anderson Farm, LLC",2021,34.97471,-78.51793,1.9
Barnstable Landfill,2021,41.66092,-70.39586,4.0
Jakana Solar,2021,35.87564,-77.08071,5.0
Braintree Landfill Solar,2021,42.20719,-70.99797,1.0
Bourne (MA)-Holliston I,2021,42.17271,-71.45288,2.4
"Turkey Branch Solar, LLC",2021,34.52341,-79.10531,4.0
"RE Old River One, LLC",2021,35.21889,-119.0791,19.65
"CID Solar, LLC",2021,36.12936,-119.5418,19.76
651 Chase Solar NG,2021,42.62727,-71.74453,3.4
Technology Drive Solar,2021,42.87693,-72.566,2.0
Millbury Solar,2021,42.16481,-71.79639,3.0
"Merced Solar, LLC",2021,37.2687,-120.48331,1.5
Ayers Village Solar,2021,42.79325,-71.17897,2.0
"RE Kent South, LLC",2021,36.22197,-119.91035,19.41
Skidmore College,2021,43.09627,-73.80803,2.0
"RE Kansas Solar, LLC",2021,36.24443,-119.82973,20.0
CDCR (CA)-Pleasant Valley State Prison,2021,36.12606,-120.24778,1.2
IFF Hazlet,2021,40.43752,-74.16023,3.6
Summer Solar D2,2021,34.72363,-118.29066,1.0
"Snow Hill Solar 2, LLC",2021,35.44446,-77.64916,2.0
"RE Columbia Two, LLC",2021,35.01271,-118.18257,15.0
Jacobstown,2021,40.06488,-74.58292,5.0
"RE Columbia 3, LLC",2021,35.01797,-118.17157,10.0
Whitcomb Solar Farm,2021,44.48537,-73.13702,2.2
Hutchinson Farm,2021,35.2601,-81.51736,5.0
"RE Rosamond One, LLC",2021,34.90411,-118.25125,20.0
"RE Rosamond Two, LLC",2021,34.90349,-118.24299,20.0
510 REPP One,2021,36.49802,-77.60737,1.3
Heber Solar,2021,32.71402,-115.54054,10.0
Town of Williamson Landfill PV,2021,43.24518,-77.17343,1.2
Mile Farm,2021,36.2314,-78.95059,5.0
"Van Slyke Solar Center, LLC",2021,35.77649,-77.88053,4.9
"OCI Alamo 4, LLC",2021,29.31735,-100.38457,39.6
Sigmon Catawba Farm,2021,35.61114,-81.24549,5.0
Mesa PV1,2021,39.0676,-108.50927,1.6
"OCI Alamo 2, LLC",2021,29.46942,-98.33341,4.4
O'Fallon Renewable Energy Center,2021,38.82778,-90.67858,4.5
201 Sturbridge B,2021,42.12091,-72.17159,2.0
"Hollister Solar, LLC",2021,36.86242,-121.4289,1.5
205 Sturbridge A,2021,42.11918,-72.16808,3.0
2081 Terzian Solar Project,2021,36.66739,-119.41671,1.2
2097 Helton Solar Project,2021,37.35092,-120.50723,1.5
California PV Energy at ISD WWTP,2021,38.00172,-121.70368,1.0
2127 Harris Solar Project,2021,39.29178,-121.66996,1.3
Oakboro Farm,2021,34.79642,-79.53983,5.0
"265 Pleasant Solar NG, LLC",2021,42.58243,-71.76043,1.9
Avalon Solar,2021,32.03087,-110.95859,29.0
Summer Solar C2,2021,34.72365,-118.29164,1.5
Butler Solar Power Project,2021,38.27371,-94.35279,2.8
MEBA,2021,38.76974,-76.14387,1.5
North Brookfield,2021,42.27801,-72.05203,3.0
"Indian Hill Solar, LLC",2021,42.20338,-72.32233,1.4
Brewster Landfill,2021,41.74528,-70.10251,1.0
Ivanhoe Solar,2021,36.38727,-119.2552,3.5
"State Street Solar, LLC",2021,42.20293,-72.32339,1.4
Summer Solar B2,2021,34.72365,-118.29251,1.5
Indianapolis Motor Speedway Solar PV,2021,39.79726,-86.22425,8.82
XPF Solar Field,2021,35.91162,-78.87353,3.0
Maywood Photovoltaic Project,2021,39.73751,-86.21836,7.89
"Broadway Solar Center, LLC",2021,34.30971,-78.83388,4.9
"Innovative Solar 14, LLC",2021,35.36893,-82.359,1.5
"Innovative Solar 15, LLC",2021,35.32002,-81.76493,1.5
"Moncure Farm, LLC",2021,35.56695,-79.0327,3.0
"Wayne Solar III, LLC",2021,35.32337,-77.87305,5.0
Sullivan Solar,2021,41.65497,-70.95663,1.5
"Arba Solar, LLC",2021,35.39533,-77.70315,2.0
Monson Solar,2021,42.1263,-72.33203,3.0
AV Solar Ranch One,2021,34.79213,-118.4351,241.5
"Imperial Valley Solar, LLC",2021,32.67573,-115.59647,206.72
"Browne Solar, LLC",2021,42.20155,-72.32214,1.4
Soluga Farms 1,2021,35.24216,-78.38764,5.0
Nick Solar,2021,35.99188,-79.54806,4.0
"Soluga Farms 2, LLC",2021,34.50006,-78.68958,5.0
IMPA Frankton Solar Park,2021,40.21579,-85.7742,1.0
Pasquotank,2021,36.27168,-76.30725,19.95
Summer Solar A2,2021,34.72366,-118.29379,1.5
IMPA Rensselaer Solar Park,2021,40.94693,-87.13613,1.0
IMPA Richmond Solar Park,2021,39.80086,-84.89658,1.0
Solar Gen 2 Solar Facility,2021,33.08556,-115.47152,155.1
"RE Adams East, LLC",2021,36.61328,-120.38349,19.0
IND Solar Farm (Phase IIA),2021,39.69982,-86.32244,7.5
"Mission Solar, LLC",2021,37.26734,-120.48332,1.5
"Mitchell Solar, LLC",2021,34.76522,-117.32335,1.5
Tulare 1 and 2,2021,36.20446,-119.41795,3.0
"RE Camelot, LLC",2021,35.02331,-118.1724,45.0
White River Solar 2,2021,35.87148,-119.46499,20.0
Imclone Solar Electric Facility,2021,40.55939,-74.7121,7.73
Summer North Solar,2021,34.72754,-118.29635,6.49
Morgan Lancaster 1,2021,34.6624,-118.08467,1.5
"Elm Solar, LLC",2021,35.45219,-79.18313,4.9
Milhurst Solar,2021,40.25488,-74.38093,1.3
Misenheimer Farm,2021,35.46886,-80.29444,5.0
Millbrook School,2021,41.84753,-73.62501,1.4
"Morgan Farm, LLC",2021,36.10003,-78.15626,4.9
SEPV Palmdale East,2021,34.61227,-117.93959,9.98
Morelos del Sol,2021,35.7281,-119.89681,15.0
"Everetts Wildcat Solar, LLC",2021,35.85612,-77.11308,5.0
Millikan Farm,2021,35.818,-79.77283,5.0
USG 2,2021,32.79041,-115.86329,1.0
"Montgomery Solar, LLC",2021,35.34302,-79.76228,20.0
Mohave Electric at Fort Mohave,2021,34.98396,-114.55634,4.4
Tolson Solar,2021,35.83048,-77.61522,3.0
Vega Solar,2021,36.92859,-120.80529,20.0
Elliana Solar,2021,36.13162,-79.33351,5.0
Nexamp Peak (CSG),2021,42.56263,-73.2845,1.7
Nitro Solar,2021,35.48949,-78.30671,5.0
Oneida-West,2021,43.16827,-75.40365,1.9
Durham Solar,2021,36.00281,-78.84716,3.4
Oneida-South,2021,43.16703,-75.39282,1.9
North Adams Landfill,2021,42.66916,-73.09234,2.2
"North Nash Farm, LLC",2021,36.0707,-78.03786,5.0
Dublin Solar I,2021,32.58139,-82.92598,4.1
North Run,2021,40.06951,-74.58495,5.2
Watson Seed Farm PV1,2021,36.12714,-77.72149,20.0
North Star Solar,2021,36.73053,-120.41515,62.5
Downs Farm Solar,2021,36.36292,-76.91513,5.0
Old Pageland Monroe Road Solar Farm,2021,34.95286,-80.48334,5.3
Old Mill Solar,2021,42.40819,-121.04311,5.0
Town of Chestertown-Chestertown WWTP,2021,39.20043,-76.07584,1.0
Old Catawba PV 1,2021,35.71171,-81.13385,3.5
Trenton Solar Farm (MO),2021,40.11555,-93.61221,2.8
Tracy Solar,2021,35.79646,-78.14293,11.66
Diamond Valley Solar Project,2021,33.71224,-117.07302,1.3
"OCI Alamo 3, LLC",2021,29.47975,-98.29941,5.5
"OCI Alamo 5, LLC",2021,29.21783,-99.70681,95.0
"E-Volve Energy Holdings, LLC",2021,29.74138,-96.1605,1.6
Newton Grove,2021,35.2515,-78.36656,1.9
Nellis Solar PV II,2021,36.20762,-115.04642,15.5
Neisler Street Solar,2021,35.28987,-81.56861,2.0
Elkton Solar,2021,39.602,-75.83808,1.6
Morgan's Corner,2021,36.41277,-76.36949,19.65
Walters Solar (FLS 260),2021,34.49665,-79.05002,5.0
Mount Vernon Solar,2021,33.83885,-83.63796,1.0
Mt. Jackson Solar,2021,38.7382,-78.66147,15.7
Mt. Olive Solar 1,2021,35.18116,-78.09861,5.0
UC Davis South Campus,2021,38.5201,-121.74035,13.0
Ouchchy PV1,2021,36.08301,-79.24294,3.0
"Eden Solar, LLC",2021,35.15529,-79.63541,47.7
SR Camden,2021,33.63773,-92.70347,12.5
"SID Solar I, LLC",2021,35.25739,-81.50561,4.9
Mustang,2021,35.47741,-97.67645,2.5
Tompkins Cortland Community College,2021,42.50584,-76.28765,2.0
Twiss Street Solar,2021,42.14804,-72.74816,1.5
East Orange Solar,2021,40.75678,-74.3399,4.5
SR Hazlehurst,2021,31.80891,-82.58052,21.0
ESA Smithfield,2021,35.47962,-78.33634,1.8
ESA Selma,2021,35.52558,-78.28923,1.8
Warsaw Farm,2021,35.00086,-78.12503,64.8
"Syncarpha Palmer, LLC",2021,42.22456,-72.31146,4.8
"Nashville Farms, LLC",2021,36.02169,-78.0083,1.9
National Raisin,2021,36.62059,-119.66805,2.5
Two Mile Solar,2021,36.22315,-76.46516,5.0
Milford Flat Solar Plant,2021,38.28921,-113.00923,3.0
Luke Solar,2021,33.52506,-112.38246,11.2
Milford 2,2021,38.38492,-112.98395,3.0
Victor Dry Farm Ranch A,2021,34.49762,-117.47066,5.0
"Imperial Valley Solar Co (IVSC) 2, LLC",2021,33.25264,-115.4978,20.01
"Redmon Solar Farm, LLC",2021,35.71173,-80.6659,2.0
Victor Dry Farm Ranch B,2021,34.49782,-117.4723,5.0
Innovative Solar 10,2021,35.47336,-82.89055,1.5
Granite Peak Solar Plant,2021,38.40259,-112.98796,3.0
Innovative Solar 16,2021,35.36301,-82.3518,2.0
Innovative Solar 23,2021,35.26006,-81.41836,1.9
"Innovative Solar 26, LLC",2021,35.70976,-81.41262,1.9
Innovative Solar 44,2021,34.85666,-79.10518,4.9
Innovative Solar 48,2021,34.71264,-79.30213,4.9
"Irwindale Brew Yard, LLC",2021,34.12264,-117.93938,2.5
Utah Red Hills Renewable Energy Park,2021,37.88966,-112.88916,80.0
Quinto Solar PV Project,2021,37.12071,-121.03884,105.1
Quincy Solar,2021,35.07207,-78.80905,4.0
Richland Solar Center,2021,32.62421,-83.38181,20.0
Johnston Solar,2021,41.80145,-71.55846,1.0
KRS I Anahola Solar Hybrid,2021,22.12971,-159.3056,12.0
"Germantown Solar, LLC",2021,36.24548,-80.25528,1.5
Pumpjack Solar I,2021,35.41602,-119.63825,20.0
"Kearsarge Southwick, LLC",2021,42.01549,-72.77585,3.3
Geneseo,2021,41.42764,-90.15488,0.9
Keen Farm,2021,35.42664,-78.40104,5.0
"Gates Solar, LLC",2021,36.44783,-76.80462,5.0
Princeton,2021,35.505,-78.19241,5.0
Kelford,2021,36.1569,-77.20702,21.0
Kettleman Solar-Centaurus,2021,36.06092,-119.94502,20.0
Vicksburg Solar,2021,36.32534,-78.34401,5.0
Rio Communities Solar Energy Center,2021,34.63794,-106.70202,10.0
INDY III,2021,39.72383,-86.31505,2.5
IMPA Peru Solar Park,2021,40.76709,-86.04374,3.0
Venable Solar 1,2021,33.59856,-114.57168,1.5
Venable Solar 2,2021,33.59705,-114.57195,1.5
"Hew Fulton Farm, LLC",2021,34.78409,-79.47465,5.0
Hickory Park Solar Hybrid,2021,31.29105,-84.13092,195.5
Valley View Solar,2021,40.41989,-104.89437,4.0
"Highland Solar Center, LLC",2021,35.3653,-77.45172,5.0
Highwater Solar I,2021,35.43445,-77.99022,4.9
Holland Solar,2021,40.59978,-75.10758,3.0
Holliston Solar (CSG),2021,42.17234,-71.46747,1.0
"Harrell's Hill Solar Center, LLC",2021,35.21326,-78.08845,5.0
Harmony,2021,40.75498,-75.17166,3.3
Hardwick-Athol & Eagle Hill,2021,42.30965,-72.18863,2.8
Hanover,2021,40.06403,-74.59304,5.0
RGS-Rutland VNM SREC II Project (MA),2021,42.43126,-71.98596,2.6
Hampden,2021,42.0455,-72.43662,3.2
Holstein Plant,2021,34.77197,-79.3391,20.0
Hooper Solar,2021,37.69455,-105.98255,52.0
Houghton,2021,42.42816,-78.14611,2.6
"Howell Midland Farm, LLC",2021,35.22728,-80.54449,4.9
HMW Minster PV I,2021,40.38955,-84.40046,3.0
Red Horse 2,2021,32.25745,-110.15683,55.0
"HCE Johnston I, LLC",2021,35.56151,-78.59511,2.6
"Red Toad 1425 A Powatan Road, LLC",2021,35.60111,-78.36841,1.9
Greenville Solar Plant,2021,38.25597,-112.7332,2.2
Redcrest Solar Farm,2021,35.32114,-118.8122,16.66
IMPA Crawfordsville Solar Park,2021,40.05312,-86.88746,3.0
IMPA Pendleton Solar Park,2021,39.99468,-85.76225,2.0
IMPA Tell City Solar Park,2021,37.9468,-86.73583,1.0
Waipio Peninsula,2021,21.36694,-157.98544,10.2
Tequesquite Landfill Solar PV Project,2021,33.97533,-117.40579,7.5
Kinston Davis Farm,2021,35.21772,-77.64178,5.0
"Phoenix Solar South Farms, LLC Solar Farm",2021,40.08175,-88.24413,4.7
Flash Solar,2021,35.75566,-81.23489,5.0
Phelan Pinon Hills CSD Solar,2021,34.57899,-117.57941,1.1
Fisher Road Solar,2021,41.59343,-71.01856,4.6
Firebaugh-CCS-PV-1,2021,36.73465,-120.61474,1.0
Fiddler's Canyon #3,2021,37.73107,-113.21949,3.0
Fiddler's Canyon #2,2021,37.763705,-113.26854,3.0
Fiddler's Canyon #1,2021,37.75176,-113.25205,3.0
"Roxboro Solar Farm, LLC",2021,36.3254,-78.62039,5.0
Royal Solar,2021,35.21706,-78.68982,4.9
Macon Solar Power Project,2021,39.7636,-92.45645,2.8
"Federal Road Solar 1, LLC (CSG)",2021,41.80742,-70.72197,4.4
Manway Solar Farm,2021,34.74613,-78.4293,5.0
"Maricopa West Solar PV, LLC",2021,35.11231,-119.32675,20.0
Marion Solar LNG,2021,39.91314,-86.23828,1.5
Faison Solar,2021,35.06957,-78.11539,2.0
"McDonald Solar Farm, LLC",2021,39.59521,-87.47396,5.2
"Pavant Solar, LLC",2021,39.15174,-112.34325,50.0
"McGoogan Farm, LLC",2021,34.88884,-79.0616,5.0
Meadow Lake Solar Energy Center,2021,34.80974,-106.51709,9.12
Facile Solar,2021,36.09914,-79.49424,2.0
"Pastime Farm, LLC",2021,39.5208,-87.18045,5.2
Parkland Landfill Solar,2021,40.12641,-74.71026,7.8
Melinda Solar,2021,36.24872,-78.34832,5.0
Wadesboro Farm 1,2021,34.9904,-80.09705,5.0
FLS Solar 230 (Warren),2021,35.05987,-77.82673,4.8
Midwest Energy Community Solar Array,2021,39.40784,-101.0416,1.2
"Pikes Peak Solar Garden 1, LLC (CSG)",2021,38.77324,-104.74563,2.0
Kinsley Landfill Solar,2021,39.79374,-75.10662,8.6
Hayworth Solar,2021,35.32817,-118.82064,26.66
Fort Benning Solar Facility,2021,32.30477,-84.991,30.0
Kinston Solar,2021,35.35207,-77.47126,5.0
Porter Solar,2021,35.21929,-77.07019,5.0
